transaction_id,transaction_date,transaction_time,store_id,customer_id,product_id,quantity,unit_price,discount_pct,total_amount,payment_method
TXN0000350,2025-02-18,20:39:30,NS012,C00313,P0045,1,499,0,499.0,Credit Card
TXN0005580,2025-07-17,21:58:53,NS012,C00244,P0046,1,199,20,159.2,Credit Card
TXN0003759,2025-07-06,14:46:36,NS002,C00230,P0018,3,2499,0,7497.0,Credit Card
TXN0001851,18/06/2025,17:59:21,NS004,C00258,P0002,1,3299,0,3299.0,UPI
TXN0005401,2025-03-31,10:25:13,NS005,C00417,P0022,1,189,15,160.65,Credit Card
TXN0000384,2025-02-02,11:22:41,NS012,C00348,P0030,2,399,5,758.1,Credit Card
TXN0002941,30/12/2025,12:50:24,NS005,C00098,P0006,3,399,15,1017.45,Credit Card
TXN0004209,2025-09-07,21:24:32,NS012,C00268,P0012,1,1499,0,1499.0,Wallet
TXN0004217,2025-02-02,19:10:09,NS004,C00019,P0005,2,1899,20,3038.4,Cash
TXN0004428,2025-07-26,09:16:51,NS002,C00453,P0048,3,399,5,1137.15,Debit Card
TXN0005337,19-11-2025,10:53:47,NS005,C00240,P0002,2,3299,5,6268.1,Credit Card
TXN0003516,2025-08-15,09:12:41,NS008,C00229,P0019,2,799,0,1598.0,Debit Card
TXN0002009,20-06-2025,11:50:48,NS009,C00098,P0042,2,299,5,568.1,Debit Card
TXN0005842,15-07-2025,10:23:35,NS009,C00029,P0005,2 pcs,1899,0,3798.0,Wallet
TXN0003385,2025-01-16,09:25:20,NS002,C00068,P0044,2,279,5,530.1,Debit Card
TXN0006360,03/04/2025,11:03:24,NS004,C00072,P0020,1,3999,0,3999.0,Wallet
TXN0004277,23/09/2025,09:56:43,NS013,C00271,P0005,3,1899,0,5697.0,UPI
TXN0004192,05/02/2025,18:37:34,NS008,C00009,P0034,1,299,10,269.1,UPI
TXN0003995,2025-08-19,09:51:31,NS004,C00007,P0012,1,1499,20,1199.2,UPI
TXN0006169,02-05-2025,20:44:23,NS001,C00391,P0016,3,999,5,2847.15,Debit Card
TXN0004158,2025-05-12,14:37:22,NS001,C00119,P0013,1,1299,15,1104.15,Debit Card
TXN0004671,17-09-2025,09:42:25,NS015,C00199,P0049,1,199,15,169.15,Debit Card
TXN0000542,2025-08-31,15:17:47,NS012,C00191,P0018,5,2499,0,12495.0,Wallet
TXN0004047,25/12/2025,21:49:24,NS009,C00272,P0029,1,199,20,159.2,Wallet
TXN0004398,24-05-2025,18:05:53,NS001,C00223,P0048,4,399,5,1516.2,Wallet
TXN0003741,26/02/2025,14:33:00,NS002,C00002,P0036,3,349,15,889.95,Debit Card
TXN0006511,2025-09-17,10:00:00,NS013,C00385,P9093,3 pcs,1354,0,1760,Cash
TXN0001797,22/01/2025,18:35:30,NS001,C00173,P0003,3,4999,0,14997.0,Wallet
TXN0000103,2025-07-17,12:18:42,NS009,C00072,P0030,1,399,10,359.1,Wallet
TXN0003400,2025-12-30,10:35:46,NS009,C00427,P0043,2,349,15,593.3,UPI
TXN0005049,08/23/2025,12:20:43,NS015,C00221,P0023,5,159,0,795.0,Cash
TXN0004297,11/28/2025,15:44:04,NS008,C00227,P0009,2,2199,20,3518.4,Debit Card
TXN0004651,2025-02-27,17:29:12,NS008,C00088,P0022,2,189,0,378.0,Debit Card
TXN0006152,08/03/2025,11:49:49,NS008,C00517,P0045,2,499,0,998.0,UPI
TXN0004830,2025-03-08,19:48:03,NS010,C00362,P0026,2,299,15,508.3,Cash
TXN0002074,2025-05-25,12:04:22,NS007,C00395,P0033,3,999,0,2997.0,UPI
TXN0000767,17/08/2025,17:10:38,NS008,C00322,P0007,3,799,20,1917.6,Credit Card
TXN0001196,13-05-2025,15:50:08,NS014,C00189,P0050,2,1499,10,2698.2,Credit Card
TXN0005993,2025-04-29,13:28:12,NS013,C00254,P0031,1,1299,0,1299.0,Credit Card
TXN0000144,2025-11-06,19:09:16,NS004,C00166,P0001,1,2499,0,2499.0,Debit Card
TXN0003019,2025-02-22,19:52:03,NS001,C00348,P0019,3,799,10,2157.3,Wallet
TXN0005002,2025-08-06,11:35:09,NS012,C00156,P0024,1,449,15,381.65,Credit Card
TXN0002192,16-05-2025,13:23:16,NS015,C00373,P0027,3,249,20,597.6,UPI
TXN0004429,2025-08-06,11:54:49,NS003,C00311,P0026,3,299,15,762.45,Wallet
TXN0000919,02/14/2025,11:09:21,NS003,C00535,P0045,3,499,0,1497.0,Debit Card
TXN0005226,2025-08-26,12:20:53,NS003,C00169,P0027,3,249,10,672.3,Credit Card
TXN0000616,08/11/2025,19:19:14,NS012,C00087,P0042,3,299,15,762.45,Debit Card
TXN0003855,2025-10-11,20:00:00,NS014,C00341,P0027,4,249,0,996.0,Credit Card
TXN0000592,17/04/2025,13:18:53,NS006,C00025,P0021,2,599,15,1018.3,Credit Card
TXN0001266,2025-06-21,16:59:17,NS012,C00052,P0026,3,299,20,717.6,Wallet
TXN0002796,2025-12-12,15:45:13,NS009,C00234,P0011,2,599,5,1138.1,Wallet
TXN0000009,20/03/2025,14:52:08,NS002,C00207,P0029,2,199,0,398.0,
TXN0001434,2025-04-10,10:14:41,NS009,C00042,P0003,2,4999,0,9998.0,UPI
TXN0003781,07/10/2025,14:36:22,NS008,C00250,P0048,2,399,5,758.1,Cash
TXN0004411,2025-05-29,12:22:55,NS010,C00319,P0028,3,25,10,67.5,UPI
TXN0004517,2025-04-04,12:01:03,NS007,C00245,P0045,1,499,0,499.0,Cash
TXN0000836,18/12/2025,20:34:35,NS006,C00210,P0030,3 pcs,399,0,1197.0,Cash
TXN0004928,2025-03-09,16:53:49,NS011,C00387,P0028,3,25,10,67.5,
TXN0003624,03-05-2025,10:03:46,NS007,C00320,P0050,1,1499,20,1199.2,Wallet
TXN0004142,08/08/2025,10:39:26,NS013,C00413,P0047,2,449,15,763.3,Cash
TXN0004478,08-06-2025,17:30:07,NS004,C00047,P0004,1,1499,0,1499.0,Credit Card
TXN0000429,2025-11-15,14:02:18,NS015,C00154,P0038,1,149,0,149.0,Wallet
TXN0004783,30/08/2025,15:54:40,NS002,C00361,P0041,5,249,0,1245.0,Debit Card
TXN0004645,20-12-2025,11:53:28,NS001,C00280,P0016,5,999,10,4495.5,UPI
TXN0001553,2025-12-02,11:11:07,NS001,C00260,P0021,3,599,5,1707.15,Debit Card
TXN0004214,2025-09-30,21:10:01,NS007,C00224,P0002,2,3299,0,6598.0,Debit Card
TXN0005815,2025-01-17,09:53:24,NS005,C00529,P0042,2,299,0,598.0,UPI
TXN0004847,2025-10-28,14:05:48,NS012,C00216,P0040,1,599,0,599.0,UPI
TXN0001792,11-02-2025,09:43:13,NS010,C00392,P0026,1,299,0,299.0,UPI
TXN0003098,16-03-2025,10:39:12,NS001,C00390,P0017,4,1199,0,4796.0,UPI
TXN0004470,07/06/2025,21:27:03,NS010,C00369,P0031,4,1299,0,5196.0,Credit Card
TXN0003610,2025-08-02,10:38:19,NS006,C00399,P0022,5,189,20,756.0,Debit Card
TXN0002497,2025-01-01,10:20:02,NS005,C00158,P0004,2,1499,15,2548.3,Wallet
TXN0002774,04/05/2025,09:16:44,NS004,C00422,P0017,4,1199,10,4316.4,Wallet
TXN0002683,2025-08-14,21:50:43,NS014,C00376,P0006,1,399,0,399.0,Debit Card
TXN0005373,23-05-2025,10:19:56,NS003,C00023,P0007,1,799,5,759.05,Wallet
TXN0005197,2025-08-10,18:56:22,NS010,C00047,P0011,2,599,5,1138.1,Credit Card
TXN0005537,2025-09-07,17:27:54,NS011,C00292,P0042,4,299,0,1196.0,UPI
TXN0000203,12/09/2025,19:56:34,NS012,C00128,P0026,1,299,0,299.0,Cash
TXN0003630,21-12-2025,16:07:35,NS006,C00200,P0046,4,199,0,796.0,Cash
TXN0000531,2025-01-28,13:47:40,NS002,C00462,P0033,2,999,20,1598.4,Credit Card
TXN0005710,2025-09-14,21:37:02,NS003,C00253,P0035,5,449,5,2132.75,Cash
TXN0003549,2025-09-30,18:34:12,NS009,C00215,P0005,3,1899,0,5697.0,Credit Card
TXN0000125,18/02/2025,19:44:24,NS011,C00137,P0022,1,189,10,170.1,Debit Card
TXN0003300,09/08/2025,14:53:07,NS008,C00469,P0013,4,1299,20,4156.8,Wallet
TXN0006461,2025-10-17,19:15:38,NS012,C00259,P0017,3,1199,5,3417.15,Wallet
TXN0003892,08-12-2025,16:59:37,NS006,C00143,P0036,1,349,0,349.0,UPI
TXN0003187,14/10/2025,11:03:43,NS015,C00355,P0023,3,159,10,429.3,Credit Card
TXN0001141,31/07/2025,10:28:25,NS005,C00093,P0032,1,799,15,679.15,Wallet
TXN0003223,2025-01-16,11:25:08,NS006,C00107,P0046,2,199,5,378.1,UPI
TXN0003456,19-06-2025,20:16:12,NS006,C00114,P0007,1,799,0,799.0,Debit Card
TXN0001211,2025-03-28,17:34:24,NS011,C00174,P0005,2,1899,10,3418.2,Cash
TXN0003764,30-11-2025,11:49:44,NS013,C00488,P0013,4,1299,15,4416.6,UPI
TXN0000696,01/12/2025,13:26:44,NS001,C00426,P0027,2,249,5,473.1,UPI
TXN0002745,16-12-2025,11:46:59,NS002,C00173,P0048,2,399,5,758.1,Cash
TXN0001588,2025-01-29,15:01:03,NS002,C00131,P0036,1,349,0,349.0,Debit Card
TXN0001146,09/01/2025,11:22:34,NS014,C00364,P0029,2,199,15,338.3,Wallet
TXN0005512,2025-03-30,10:35:37,NS011,C00408,P0003,3,4999,0,14997.0,UPI
TXN0000491,2025-03-26,09:20:04,NS015,C00054,P0009,3,2199,20,5277.6,Debit Card
TXN0006108,2025-06-02,11:17:06,NS005,C00150,P0045,3,499,15,1272.45,Credit Card
TXN0004208,29-01-2025,12:32:57,NS005,C00247,P0003,3,4999,20,11997.6,Wallet
TXN0005370,20-01-2025,21:30:21,NS015,C00347,P0003,2,4999,15,8498.3,UPI
TXN0003997,2025-10-17,11:04:52,NS013,C00162,P0011,3,599,5,1707.15,Cash
TXN0005239,18/04/2025,19:50:16,NS003,C00076,P0020,2,3999,0,7998.0,Credit Card
TXN0006012,04/25/2025,16:46:50,NS007,C00468,P0039,1 pcs,179,15,152.15,UPI
TXN0004496,22/12/2025,14:37:58,NS005,C00112,P0011,3,599,0,1797.0,Credit Card
TXN0001836,05-01-2025,16:21:52,NS006,C00087,P0022,3,189,10,510.3,UPI
TXN0006109,2025-07-12,10:55:25,NS001,C00263,P0026,3,299,0,897.0,Cash
TXN0004854,05-08-2025,15:42:49,NS013,C00261,P0043,3,349,5,994.65,Wallet
TXN0006004,2025-04-13,16:14:20,NS003,C00102,P0026,1,299,0,299.0,Credit Card
TXN0005552,2025-12-14,18:05:13,NS001,C00161,P0032,5,799,0,3995.0,Wallet
TXN0005945,2025-09-21,09:19:38,NS015,C00427,P0002,3,3299,5,9402.15,Debit Card
TXN0002550,08/06/2025,21:12:52,NS015,C00038,P0029,5,199,0,995.0,Cash
TXN0000201,2025-06-06,14:54:05,NS011,C00082,P0005,3,1899,0,5697.0,Cash
TXN0005962,07/04/2025,18:06:16,NS007,C00117,P0041,1,249,0,249.0,Cash
TXN0000014,01/30/2025,20:51:42,NS015,C00533,P0019,2,799,15,1358.3,Wallet
TXN0001574,05/01/2025,20:21:19,NS009,C00085,P0036,4,349,20,1116.8,Credit Card
TXN0000694,01/03/2025,19:52:58,NS014,C00339,P0012,2,1499,0,2998.0,Credit Card
TXN0004306,03-09-2025,11:39:21,NS013,C00074,P0026,1,299,0,299.0,UPI
TXN0006495,10/31/2025,21:08:46,NS009,C00100,P0041,2,249,0,498.0,Wallet
TXN0001572,2025-05-10,21:00:01,NS010,C00095,P0025,5,49,0,245.0,UPI
TXN0005798,31-08-2025,09:07:28,NS008,C00301,P0020,4,3999,0,15996.0,Wallet
TXN0000529,16/12/2025,10:29:51,NS002,C00355,P0044,3,279,0,837.0,Debit Card
TXN0001525,06/10/2025,21:41:24,NS007,C00005,P0022,1,189,5,179.55,UPI
TXN0001173,2025-08-08,16:32:19,NS003,C00067,P0029,1,199,0,199.0,Wallet
TXN0004133,2025-10-12,18:58:52,NS011,C00172,P0046,4,199,5,756.2,Debit Card
TXN0000995,24/06/2025,11:18:12,NS014,C00024,P0043,1,349,20,279.2,Debit Card
TXN0001445,2025-10-09,12:56:27,NS007,C00420,P0002,3,3299,0,9897.0,
TXN0000113,2025-07-15,15:54:12,NS007,C00039,P0001,2,2499,0,4998.0,UPI
TXN0000109,10-11-2025,11:26:15,NS003,C00443,P0030,2,399,0,798.0,Wallet
TXN0004260,2025-11-05,16:18:58,NS013,C00314,P0023,3,159,5,453.15,Cash
TXN0002630,25/02/2025,09:59:51,NS012,C00266,P0016,2,999,0,1998.0,Wallet
TXN0001281,2025-02-06,15:31:36,NS010,C00014,P0042,1,299,15,254.15,Wallet
TXN0001638,2025-08-26,15:51:16,NS013,C00493,P0035,3,449,0,1347.0,Debit Card
TXN0001250,01/04/2025,17:39:20,NS015,C00287,P0001,1,2499,0,2499.0,Debit Card
TXN0000512,03/10/2025,20:27:22,NS011,C00296,P0014,2,899,5,1708.1,Cash
TXN0001463,10/30/2025,13:04:48,NS008,C00406,P0032,1,799,0,799.0,Wallet
TXN0001241,26-12-2025,14:29:54,NS011,C00535,P0037,3,699,0,2097.0,Debit Card
TXN0003182,2025-12-13,19:40:50,NS002,C00357,P0032,3,799,10,2157.3,
TXN0005087,24-05-2025,21:22:03,NS004,C00067,P0022,1,189,0,189.0,Credit Card
TXN0000005,2025-09-15,10:21:27,NS002,C00233,P0008,3,3499,0,10497.0,
TXN0006020,07-12-2025,18:10:37,NS004,C00409,P0050,1,1499,15,1274.15,Debit Card
TXN0003486,2025-09-05,18:58:45,NS013,C00011,P0008,2,3499,15,5948.3,UPI
TXN0004347,2025-06-10,13:17:51,NS004,C00263,P0037,3,699,10,1887.3,
TXN0000353,2025-01-01,12:30:07,NS001,C00018,P0037,3,699,5,1992.15,UPI
TXN0005939,14/06/2025,15:13:06,NS001,C00386,P0049,2,199,15,338.3,Wallet
TXN0004964,2025-01-27,11:14:28,NS001,C00372,P0003,2,4999,20,7998.4,Credit Card
TXN0006443,2025-10-13,17:28:01,NS014,C00242,P0024,1,449,20,359.2,Cash
TXN0004107,22/11/2025,15:46:17,NS015,C00493,P0010,5,599,0,2995.0,Credit Card
TXN0006191,10/22/2025,18:34:48,NS015,C00074,P0005,3,1899,20,4557.6,
TXN0004654,01-08-2025,20:07:27,NS003,C00319,P0048,3,399,15,1017.45,
TXN0006219,18/06/2025,20:52:23,NS015,C00117,P0016,1,999,0,999.0,Cash
TXN0000221,2025-01-27,17:19:44,NS011,C00237,P0015,2,1799,15,3058.3,Debit Card
TXN0002335,19/09/2025,15:34:46,NS005,C00433,P0032,2,799,20,1278.4,Wallet
TXN0006492,06/08/2025,20:46:48,NS007,C00295,P0007,2,799,0,1598.0,Cash
TXN0005705,2025-12-03,19:55:28,NS004,C00033,P0014,2,899,5,1708.1,Wallet
TXN0001753,2025-11-16,09:40:48,NS013,C00180,P0027,2,249,5,473.1,Credit Card
TXN0005291,2025-11-01,18:36:13,NS012,C00262,P0039,4,179,10,644.4,Debit Card
TXN0004040,2025-05-25,13:01:24,NS003,C00523,P0011,5,599,10,2695.5,Cash
TXN0006067,2025-09-15,21:17:21,NS002,C00142,P0037,2,699,0,1398.0,Wallet
TXN0005307,2025-01-08,20:56:49,NS004,C00293,P0048,3,399,20,957.6,Cash
TXN0000887,27-07-2025,11:26:30,NS001,C00342,P0024,1,449,5,426.55,
TXN0000631,2025-10-20,14:12:40,NS014,C00416,P0029,1,199,20,159.2,Wallet
TXN0000368,2025-04-13,10:19:36,NS015,C00473,P0035,2,449,15,763.3,Debit Card
TXN0004838,2025-07-31,21:03:38,NS010,C00473,P0046,1,199,10,179.1,Credit Card
TXN0006146,01-11-2025,15:45:40,NS013,C00291,P0050,5,1499,20,5996.0,UPI
TXN0000716,07/06/2025,17:55:48,NS013,C00419,P0024,3,449,0,1347.0,Debit Card
TXN0001764,2025-10-27,14:37:19,NS010,C00497,P0043,1,349,0,349.0,Cash
TXN0005889,2025-12-20,13:49:52,NS008,C00448,P0034,4,299,0,1196.0,UPI
TXN0001062,01/09/2025,11:57:58,NS001,C00339,P0003,3,4999,0,14997.0,Wallet
TXN0003273,2025-05-26,17:28:05,NS011,C00391,P0016,3,999,20,2397.6,Debit Card
TXN0000985,2025-10-16,15:09:51,NS005,C00524,P0015,2,1799,10,3238.2,Cash
TXN0004530,2025-08-08,11:18:20,NS013,C00482,P0046,2,199,20,318.4,UPI
TXN0004256,16-04-2025,21:56:02,NS014,C00347,P0013,1,1299,15,1104.15,Debit Card
TXN0000358,16/04/2025,12:58:24,NS011,C00111,P0018,3,2499,20,5997.6,Wallet
TXN0000241,03/17/2025,10:31:11,NS008,C00190,P0012,1,1499,20,1199.2,UPI
TXN0000693,2025-04-15,18:40:39,NS001,C00047,P0025,1,49,0,49.0,Credit Card
TXN0000305,2025-08-01,09:09:50,NS006,C00532,P0048,3,399,10,1077.3,Credit Card
TXN0001597,05/22/2025,18:56:28,NS015,C00419,P0035,2,449,5,853.1,Wallet
TXN0001583,18/01/2025,17:56:04,NS008,C00269,P0045,3,499,0,1497.0,Debit Card
TXN0000311,03/05/2025,12:19:12,NS009,C00252,P0047,4,449,5,1706.2,Cash
TXN0000940,03/03/2025,12:08:45,NS001,C00237,P0016,3,999,0,2997.0,Cash
TXN0005557,14/07/2025,11:18:24,NS001,C00519,P0033,3,999,10,2697.3,Wallet
TXN0002892,2025-05-15,15:38:35,NS004,C00357,P0037,3,699,0,2097.0,Debit Card
TXN0003949,03/01/2025,13:24:21,NS014,C00262,P0026,1,299,0,299.0,Credit Card
TXN0005303,22-01-2025,17:18:37,NS006,C00154,P0026,1,299,15,254.15,Wallet
TXN0005233,04-10-2025,18:42:11,NS003,C00194,P0034,3,299,0,897.0,Credit Card
TXN0005742,29/01/2025,10:39:12,NS004,C00154,P0011,2,599,5,1138.1,Credit Card
TXN0001276,29/12/2025,19:23:41,NS001,C00237,P0043,1,349,0,349.0,Cash
TXN0000446,2025-11-12,14:18:10,NS002,C00295,P0018,2,2499,20,3998.4,UPI
TXN0006123,30/08/2025,14:24:44,NS003,C00207,P0021,3,599,0,1797.0,Credit Card
TXN0000771,29/01/2025,20:08:31,NS002,C00070,P0009,1,2199,0,2199.0,Wallet
TXN0003170,17/08/2025,19:12:11,NS013,C00066,P0019,5,799,20,3196.0,Cash
TXN0001673,27/07/2025,17:51:35,NS005,C00214,P0040,2,599,0,1198.0,UPI
TXN0003843,2025-07-08,19:05:32,NS009,C00412,P0020,2,3999,5,7598.1,Debit Card
TXN0006437,28/06/2025,19:54:53,NS008,C00277,P0036,4,349,0,1396.0,Debit Card
TXN0000802,10/08/2025,17:42:52,NS007,C00225,P0037,2,699,15,1188.3,Cash
TXN0002469,2025-11-17,09:36:18,NS001,C00068,P0027,3,249,10,672.3,Debit Card
TXN0006463,02/11/2025,09:47:51,NS003,C00240,P0004,4,1499,20,4796.8,Cash
TXN0005161,2025-10-11,18:43:00,NS002,C00446,P0034,1,299,0,299.0,Cash
TXN0000473,07/21/2025,21:34:45,NS002,C00464,P0015,3,1799,0,5397.0,Debit Card
TXN0004176,03/10/2025,16:58:48,NS008,C00485,P0004,3,1499,10,4047.3,Wallet
TXN0005034,17-05-2025,11:27:46,NS015,C00299,P0009,5,2199,0,10995.0,Cash
TXN0003548,2025-06-13,13:47:26,NS008,C00038,P0042,2,299,0,598.0,Debit Card
TXN0003642,2025-08-11,14:18:41,NS001,C00333,P0015,3,1799,0,5397.0,Credit Card
TXN0005383,2025-01-18,09:22:29,NS013,C00352,P0024,1,449,0,449.0,Cash
TXN0002747,01-04-2025,10:52:35,NS015,C00040,P0024,3,449,0,1347.0,Credit Card
TXN0000425,14/08/2025,09:35:45,NS004,C00063,P0046,2,199,5,378.1,Cash
TXN0001568,2025-09-28,13:27:11,NS003,C00010,P0011,1,599,0,599.0,UPI
TXN0000266,05/08/2025,16:35:45,NS014,C00265,P0037,3,699,5,1992.15,UPI
TXN0003826,12/07/2025,20:06:32,NS001,C00108,P0026,4,299,5,1136.2,Wallet
TXN0001460,2025-02-18,16:13:19,NS010,C00520,P0038,3,149,0,447.0,Credit Card
TXN0004630,2025-08-20,15:04:17,NS003,C00260,P0031,2,1299,0,2598.0,Credit Card
TXN0005692,23/08/2025,13:18:29,NS006,C00084,P0023,2,159,20,254.4,Wallet
TXN0005756,2025-06-29,16:26:56,NS015,C00265,P0034,1,299,5,284.05,Cash
TXN0003827,2025-01-06,15:08:34,NS001,C00123,P0039,1,179,10,161.1,UPI
TXN0005619,05/12/2025,20:51:54,NS012,C00365,P0006,3,399,20,957.6,UPI
TXN0006424,06-06-2025,19:58:19,NS013,C00455,P0024,2,449,0,898.0,Debit Card
TXN0001890,2025-10-26,16:38:03,NS009,C00310,P0024,5,449,15,1908.25,
TXN0004211,2025-02-23,15:22:39,NS012,C00452,P0020,4,3999,0,15996.0,UPI
TXN0000096,30/04/2025,21:35:48,NS008,C00473,P0022,1,189,10,170.1,UPI
TXN0001928,08-09-2025,15:13:04,NS010,C00366,P0048,3,399,15,1017.45,Wallet
TXN0000976,05/08/2025,17:05:47,NS013,C00330,P0030,1,399,5,379.05,Credit Card
TXN0001178,27/02/2025,21:46:15,NS006,C00168,P0014,3,899,15,2292.45,
TXN0000986,2025-07-07,11:50:36,NS007,C00043,P0036,3,349,0,1047.0,Debit Card
TXN0003729,30/05/2025,11:52:30,NS001,C00051,P0043,1,349,0,349.0,UPI
TXN0006307,2025-10-19,14:36:07,NS004,C00101,P0006,1,399,0,399.0,Credit Card
TXN0001231,2025-10-29,19:50:06,NS001,C00004,P0013,3,1299,0,3897.0,Debit Card
TXN0000950,11/05/2025,13:55:42,NS009,C00318,P0048,4,399,0,1596.0,Cash
TXN0000886,2025-02-11,18:30:59,NS011,C00068,P0050,2 pcs,1499,0,2998.0,Debit Card
TXN0000523,2025-02-21,19:25:44,NS004,C00484,P0043,2,349,20,558.4,UPI
TXN0002928,07/07/2025,11:31:38,NS005,C00223,P0030,2,399,0,798.0,Wallet
TXN0001940,2025-06-13,11:21:48,NS008,C00055,P0027,3,249,0,747.0,
TXN0000546,2025-07-19,17:00:21,NS006,C00328,P0023,4,159,0,636.0,Debit Card
TXN0001716,2025-09-22,20:17:04,NS011,C00013,P0001,3,2499,10,6747.3,UPI
TXN0004929,2025-07-19,18:08:07,NS013,C00252,P0047,3,449,0,1347.0,Cash
TXN0005246,06/23/2025,10:11:06,NS014,C00428,P0039,3,179,0,537.0,UPI
TXN0002039,06/01/2025,14:12:43,NS010,C00107,P0006,4,399,20,1276.8,Debit Card
TXN0003227,01/08/2025,14:59:51,NS005,C00363,P0046,3,199,10,537.3,
TXN0000825,11/10/2025,17:54:51,NS002,C00150,P0043,2,349,0,698.0,Cash
TXN0004174,2025-08-03,10:39:17,NS010,C00355,P0033,2,999,0,1998.0,
TXN0003541,2025-08-13,14:32:39,NS013,C00191,P0016,3,999,0,2997.0,UPI
TXN0003085,2025-02-03,15:32:55,NS014,C00021,P0048,1,399,0,399.0,Wallet
TXN0006300,04/12/2025,13:55:30,NS009,C00089,P0013,2 pcs,1299,20,2078.4,Cash
TXN0003851,2025-08-11,11:51:24,NS001,C00213,P0005,2,1899,5,3608.1,UPI
TXN0000061,2025-07-20,10:56:36,NS013,C00026,P0048,2,399,15,678.3,Cash
TXN0000726,29-03-2025,18:44:52,NS006,C00452,P0038,5,149,0,745.0,Debit Card
TXN0000514,2025-03-13,14:23:36,NS007,C00035,P0021,3,599,0,1797.0,Credit Card
TXN0000021,17/10/2025,19:42:34,NS014,C00240,P0023,2,159,5,302.1,Wallet
TXN0000248,2025-06-01,15:09:00,NS015,C00230,P0002,2,3299,15,5608.3,Debit Card
TXN0003754,2025-06-13,16:16:30,NS008,C00495,P0018,1,2499,20,1999.2,UPI
TXN0003148,23/04/2025,10:51:35,NS003,C00524,P0037,1,699,15,594.15,UPI
TXN0002608,2025-07-10,12:44:10,NS003,C00050,P0021,3,599,0,1797.0,Debit Card
TXN0002912,2025-12-14,17:30:28,NS005,C00356,P0009,4,2199,0,8796.0,Credit Card
TXN0004314,25/09/2025,21:53:18,NS002,C00053,P0037,2,699,0,1398.0,Cash
TXN0001038,31/05/2025,10:54:47,NS006,C00056,P0030,4,399,0,1596.0,Wallet
TXN0002853,2025-06-08,21:28:49,NS013,C00203,P0043,4,349,10,1256.4,Wallet
TXN0000946,2025-07-31,13:09:18,NS005,C00182,P0028,1,25,20,20.0,Wallet
TXN0001392,28-01-2025,11:57:47,NS014,C00365,P0007,1,799,0,799.0,UPI
TXN0001283,23-01-2025,12:30:32,NS005,C00129,P0046,1,199,0,199.0,Wallet
TXN0000623,2025-09-26,10:00:22,NS015,C00229,P0006,2,399,0,798.0,Cash
TXN0002679,27/12/2025,11:02:05,NS001,C00177,P0040,4,599,10,2156.4,Wallet
TXN0005513,2025-06-09,19:05:30,NS004,C00303,P0006,2,399,5,758.1,Cash
TXN0003743,10/08/2025,15:12:53,NS007,C00303,P0025,2,49,0,98.0,UPI
TXN0001436,19/09/2025,10:45:23,NS009,C00158,P0028,3,25,15,63.75,Wallet
TXN0001791,13-06-2025,10:34:17,NS001,C00255,P0039,3,179,0,537.0,UPI
TXN0003330,2025-05-29,15:40:13,NS004,C00189,P0046,2 pcs,199,15,338.3,Credit Card
TXN0003037,04/22/2025,18:39:45,NS006,C00256,P0006,2 pcs,399,10,718.2,Debit Card
TXN0003649,2025-02-17,12:21:59,NS011,C00445,P0042,1,299,10,269.1,Wallet
TXN0003656,12-12-2025,21:28:02,NS012,C00523,P0007,1,799,0,799.0,Credit Card
TXN0003990,22/02/2025,11:38:49,NS013,C00287,P0016,2,999,20,1598.4,Cash
TXN0000064,20/06/2025,12:04:49,NS010,C00450,P0049,1,199,20,159.2,Wallet
TXN0003313,2025-09-08,14:16:28,NS007,C00067,P0029,1,199,20,159.2,Credit Card
TXN0001722,14-12-2025,21:14:25,NS009,C00069,P0024,3,449,0,1347.0,Wallet
TXN0005737,20/12/2025,15:50:40,NS010,C00517,P0032,1,799,15,679.15,Credit Card
TXN0004594,2025-12-23,10:49:30,NS007,C00450,P0022,2,189,0,378.0,Cash
TXN0001012,07/07/2025,21:50:21,NS004,C00505,P0026,2,299,15,508.3,Cash
TXN0002171,13/02/2025,20:12:41,NS005,C00255,P0028,3,25,10,67.5,UPI
TXN0000111,24/12/2025,12:58:31,NS007,C00125,P0024,1,449,0,449.0,Wallet
TXN0004959,2025-08-30,09:02:01,NS004,C00396,P0027,5,249,10,1120.5,Debit Card
TXN0005398,2025-04-09,17:28:54,NS013,C00184,P0032,2,799,15,1358.3,Cash
TXN0003356,2025-01-15,18:47:12,NS005,C00481,P0027,3,249,0,747.0,UPI
TXN0004003,2025-08-12,14:16:58,NS009,C00341,P0025,1,49,10,44.1,Debit Card
TXN0003594,11/09/2025,14:37:01,NS014,C00323,P0008,3,3499,0,10497.0,UPI
TXN0005595,2025-02-26,12:35:57,NS014,C00468,P0050,3,1499,0,4497.0,Wallet
TXN0006076,19-12-2025,13:22:02,NS013,C00514,P0021,2,599,5,1138.1,Wallet
TXN0002649,09/04/2025,18:03:16,NS011,C00421,P0003,1,4999,0,4999.0,UPI
TXN0002291,15/02/2025,15:02:19,NS008,C00315,P0029,2,199,0,398.0,Wallet
TXN0002824,2025-04-27,15:32:21,NS003,C00153,P0018,4,2499,15,8496.6,Debit Card
TXN0005404,02/25/2025,13:27:53,NS007,C00055,P0007,2,799,0,1598.0,Credit Card
TXN0003317,11-05-2025,12:40:15,NS010,C00052,P0028,2,25,20,40.0,Wallet
TXN0002450,2025-06-02,13:04:25,NS005,C00511,P0040,1,599,0,599.0,Cash
