inventory_id,snapshot_date,store_id,product_id,opening_stock,units_sold,units_received,closing_stock
INV0001226,2025-03-01,NS006,P0022,189,87,79,181
INV0000982,2025-02-01,NS014,P0033,34,12,30,52
INV0003286,2025-07-01,NS004,P0011,121,14,49,156
INV0005839,2025-12-01,NS002,P0048,70,4,93,159
INV0004605,2025-09-01,NS012,P0024,62,55,83,90
INV0006298,2025-12-01,NS015,P0023,57,37,40,60
INV0001741,2025-04-01,NS005,P0049,190,48,68,210
INV0006069,2025-12-01,NS009,P0034,20,7,38,51
INV0004385,2025-09-01,NS006,P0041,139,71,48,116
INV0004368,2025-09-01,NS005,P0019,47,0,23,70
INV0000276,2025-01-01,NS008,P0037,117,57,,64
INV0001890,2025-04-01,NS009,P0026,49,5,55,99
INV0003002,2025-06-01,NS011,P0014,193,87,12,118
INV0006123,2025-12-01,NS010,P0032,63,32,30,61
INV0005052,2025-10-01,NS010,P0045,34,13,77,98
INV0004543,2025-09-01,NS010,P0001,37,28,88,97
INV0004573,2025-09-01,NS011,P0021,196,89,71,178
INV0003663,2025-07-01,NS015,P0047,110,77,85,118
INV0000715,2025-02-01,NS006,P0006,75,16,94,153
INV0002162,2025-05-01,NS002,P0021,101,11,38,128
INV0001408,2025-03-01,NS011,P0014,31,26,98,103
INV0001009,2025-02-01,NS014,P0001,127,42,39,124
INV0005030,2025-10-01,NS009,P0002,48,36,97,109
INV0001377,2025-03-01,NS010,P0045,123,37,49,135
INV0001907,2025-04-01,NS010,P0032,66,32,7,41
INV0003492,2025-07-01,NS010,P0040,197,29,,186
INV0002143,2025-05-01,NS002,P0015,170,65,68,173
INV0006216,2025-12-01,NS013,P0021,196,12,35,219
INV0003260,2025-07-01,NS004,P0039,40,16,59,83
INV0003268,2025-07-01,NS004,P0005,166,101,2,67
INV0005754,2025-11-01,NS015,P0040,119,71,55,103
INV0002320,2025-05-01,NS007,P0012,126,114,4,16
INV0005238,2025-10-01,NS015,P0013,138,114,64,88
INV0005980,2025-12-01,NS006,P0040,195,150,13,58
INV0004884,2025-10-01,NS005,P0024,112,41,6,77
INV0002051,2025-04-01,NS014,P0007,133,69,49,113
INV0002739,2025-06-01,NS004,P0041,87,40,18,65
INV0002027,2025-04-01,NS013,P0035,27,13,24,38
INV0001244,2025-03-01,NS006,P0028,114,52,61,123
INV0004469,2025-09-01,NS008,P0034,118,20,52,150
INV0002197,2025-05-01,NS003,P0013,47,15,17,49
INV0001852,2025-04-01,NS008,P0048,187,9,51,229
INV0002994,2025-06-01,NS011,P0029,173,39,77,211
INV0006278,2025-12-01,NS015,P0037,101,61,45,85
INV0005357,2025-11-01,NS004,P0046,111,25,32,118
INV0004323,2025-09-01,NS004,P0049,192,29,69,232
INV0002149,2025-05-01,NS002,P0037,129,39,83,173
INV0003723,2025-08-01,NS002,P0019,27,15,46,58
INV0000923,2025-02-01,NS012,P0016,40,5,37,72
INV0006193,2025-12-01,NS012,P0047,57,4,69,122
INV0002281,2025-05-01,NS006,P0015,166,155,56,67
INV0000913,2025-02-01,NS012,P0006,98,81,27,44
INV0002949,2025-06-01,NS010,P0018,90,7,83,166
INV0005930,2025-12-01,NS005,P0034,182,136,99,145
INV0006101,2025-12-01,NS010,P0027,151,77,77,151
INV0000014,2025-01-01,NS001,P0018,191,184,34,41
INV0005781,2025-12-01,NS001,P0049,170,90,43,123
INV0002095,2025-04-01,NS015,P0017,81,7,4,78
INV0000698,2025-02-01,NS005,P0016,77,69,59,67
INV0005773,2025-11-01,NS015,P0031,70,8,45,107
INV0002501,2025-05-01,NS012,P0042,169,62,33,140
INV0002873,2025-06-01,NS008,P0035,182,9,46,219
INV0001869,2025-04-01,NS009,P0028,24,18,25,31
INV0000320,2025-01-01,NS010,P0014,162,130,63,95
INV0005609,2025-11-01,NS011,P0039,21,15,22,28
INV0002928,2025-06-01,NS009,P0001,152,138,48,62
INV0001865,2025-04-01,NS009,P0012,139,43,75,171
INV0001960,2025-04-01,NS011,P0025,88,3,18,103
INV0002578,2025-05-01,NS014,P0021,77,65,73,85
INV0003572,2025-07-01,NS013,P0043,137,44,51,144
INV0003446,2025-07-01,NS009,P0020,26,8,85,103
INV0003019,2025-06-01,NS012,P0027,183,130,86,139
INV0003744,2025-08-01,NS002,P0008,54,41,4,17
INV0001205,2025-03-01,NS005,P0050,50,8,32,74
INV0003489,2025-07-01,NS010,P0050,144,3,94,235
INV0005566,2025-11-01,NS010,P0039,60,23,,125
INV0002902,2025-06-01,NS008,P0007,186,165,58,79
INV0003381,2025-07-01,NS007,P0011,116,57,23,82
INV0005647,2025-11-01,NS012,P0013,187,82,44,149
INV0003255,2025-07-01,NS003,P0032,147,94,87,140
INV0002941,2025-06-01,NS010,P0041,84,9,8,83
INV0004408,2025-09-01,NS006,P0018,135,85,10,60
INV0002726,2025-06-01,NS003,P0037,86,13,75,148
INV0006023,2025-12-01,NS008,P0023,22,5,6,23
INV0003182,2025-07-01,NS001,P0029,36,30,83,89
INV0001209,2025-03-01,NS005,P0003,159,125,88,122
INV0002703,2025-06-01,NS003,P0046,67,51,9,25
INV0003218,2025-07-01,NS002,P0016,157,15,,161
INV0000366,2025-01-01,NS011,P0016,70,17,59,112
INV0004171,2025-08-01,NS015,P0046,189,61,40,168
INV0000740,2025-02-01,NS007,P0020,169,0,,262
INV0000035,2025-01-01,NS001,P0014,32,0,11,43
INV0006225,2025-12-01,NS013,P0035,187,25,6,168
INV0005666,2025-11-01,NS012,P0005,45,27,16,34
INV0003617,2025-07-01,NS014,P0029,116,61,62,117
INV0004539,2025-09-01,NS010,P0007,128,57,68,139
INV0006109,2025-12-01,NS010,P0030,121,78,83,126
INV0000405,2025-01-01,NS012,P0025,89,49,76,116
INV0005343,2025-11-01,NS003,P0008,89,23,62,128
INV0002502,2025-05-01,NS012,P0050,134,117,28,45
INV0002881,2025-06-01,NS008,P0037,144,118,10,36
INV0004819,2025-10-01,NS003,P0034,21,7,39,53
INV0004114,2025-08-01,NS013,P0005,107,71,27,63
INV0004189,2025-08-01,NS015,P0016,108,43,57,122
INV0004785,2025-10-01,NS002,P0034,145,124,72,93
INV0001632,2025-04-01,NS002,P0018,36,18,92,110
INV0005261,2025-11-01,NS001,P0034,124,51,31,104
INV0006167,2025-12-01,NS012,P0050,181,74,30,137
INV0004897,2025-10-01,NS005,P0033,118,50,24,92
INV0004903,2025-10-01,NS006,P0024,122,5,44,161
INV0003236,2025-07-01,NS003,P0018,155,8,75,222
INV0000524,2025-01-01,NS015,P0039,158,86,40,112
INV0003662,2025-07-01,NS015,P0049,182,133,14,63
INV0005958,2025-12-01,NS006,P0050,86,61,,77
INV0002362,2025-05-01,NS008,P0038,88,53,38,73
INV0002189,2025-05-01,NS003,P0003,171,111,4,64
INV0001937,2025-04-01,NS011,P0015,96,46,30,80
INV0005525,2025-11-01,NS008,P0008,163,150,20,33
INV0006241,2025-12-01,NS014,P0047,21,0,76,97
INV0006203,2025-12-01,NS013,P0024,109,58,51,102
INV0005573,2025-11-01,NS010,P0020,148,136,95,107
INV0003337,2025-07-01,NS006,P0026,35,13,32,54
INV0002651,2025-06-01,NS001,P0048,188,70,4,122
INV0004591,2025-09-01,NS012,P0028,162,73,27,116
INV0001087,2025-03-01,NS002,P0020,50,17,47,80
INV0002049,2025-04-01,NS014,P0046,22,11,5,16
INV0002345,2025-05-01,NS007,P0017,33,24,12,21
INV0004360,2025-09-01,NS005,P0003,141,39,91,193
INV0004853,2025-10-01,NS004,P0003,122,22,30,130
INV0004173,2025-08-01,NS015,P0025,71,26,44,89
INV0003980,2025-08-01,NS009,P0030,177,145,100,132
INV0003836,2025-08-01,NS005,P0021,157,63,29,123
INV0002205,2025-05-01,NS003,P0009,96,85,26,37
INV0006196,2025-12-01,NS013,P0037,200,126,30,104
INV0005894,2025-12-01,NS004,P0047,62,6,43,99
INV0002796,2025-06-01,NS005,P0049,154,61,86,179
INV0002097,2025-04-01,NS015,P0044,29,13,27,43
INV0004403,2025-09-01,NS006,P0039,44,25,57,76
INV0002885,2025-06-01,NS008,P0013,118,34,76,160
INV0000469,2025-01-01,NS014,P0008,163,49,97,211
INV0003266,2025-07-01,NS004,P0041,144,111,83,116
INV0003803,2025-08-01,NS004,P0041,194,119,55,130
INV0004206,2025-09-01,NS001,P0033,27,16,46,57
INV0000554,2025-02-01,NS001,P0010,77,49,50,78
INV0002110,2025-05-01,NS001,P0012,76,27,51,100
INV0002403,2025-05-01,NS009,P0026,73,15,86,144
INV0005500,2025-11-01,NS008,P0011,159,85,94,168
INV0002185,2025-05-01,NS003,P0017,156,32,86,210
INV0006086,2025-12-01,NS009,P0046,55,33,51,73
INV0002415,2025-05-01,NS009,P0013,94,53,5,46
INV0002883,2025-06-01,NS008,P0011,38,15,82,105
INV0004835,2025-10-01,NS004,P0036,149,110,29,68
INV0005606,2025-11-01,NS011,P0035,120,3,3,120
INV0001236,2025-03-01,NS006,P0013,172,108,61,125
INV0005205,2025-10-01,NS014,P0011,181,140,84,125
INV0004485,2025-09-01,NS009,P0029,86,67,53,72
INV0002829,2025-06-01,NS006,P0029,182,68,,173
INV0004878,2025-10-01,NS005,P0036,83,37,89,135
INV0000999,2025-02-01,NS014,P0030,175,88,19,106
INV0000347,2025-01-01,NS010,P0018,163,12,99,250
INV0003565,2025-07-01,NS012,P0050,131,118,50,63
INV0005879,2025-12-01,NS003,P0011,174,123,76,127
INV0002817,2025-06-01,NS006,P0019,154,87,25,92
INV0001867,2025-04-01,NS009,P0023,101,71,38,68
INV0002304,2025-05-01,NS006,P0024,114,56,87,145
INV0001807,2025-04-01,NS007,P0039,152,126,99,125
INV0001902,2025-04-01,NS010,P0033,59,45,,27
INV0005602,2025-11-01,NS011,P0005,109,27,97,179
INV0003162,2025-07-01,NS001,P0005,197,191,8,14
INV0003891,2025-08-01,NS007,P0028,124,21,77,180
INV0006144,2025-12-01,NS011,P0042,190,43,63,210
INV0001435,2025-03-01,NS011,P0001,174,118,25,81
INV0004515,2025-09-01,NS009,P0049,136,1,68,203
INV0004343,2025-09-01,NS005,P0048,114,57,27,84
INV0000646,2025-02-01,NS004,P0008,139,121,4,22
INV0006027,2025-12-01,NS008,P0005,130,78,90,142
INV0005610,2025-11-01,NS011,P0010,157,145,84,96
INV0004692,2025-09-01,NS015,P0038,52,28,97,121
INV0000600,2025-02-01,NS003,P0034,110,3,61,168
INV0000158,2025-01-01,NS005,P0019,196,103,30,123
INV0004280,2025-09-01,NS003,P0040,148,141,5,12
INV0002080,2025-04-01,NS015,P0028,35,2,14,47
INV0004190,2025-08-01,NS015,P0037,174,29,66,211
INV0001107,2025-03-01,NS002,P0006,146,63,89,172
INV0002477,2025-05-01,NS011,P0027,87,16,13,84
INV0000883,2025-02-01,NS011,P0046,69,40,31,60
INV0004072,2025-08-01,NS012,P0012,116,49,35,102
INV0005446,2025-11-01,NS006,P0044,155,100,75,130
INV0005999,2025-12-01,NS007,P0039,142,136,13,19
INV0003076,2025-06-01,NS013,P0030,126,91,38,73
INV0003062,2025-06-01,NS013,P0039,22,7,67,82
INV0001516,2025-03-01,NS014,P0041,172,48,64,188
INV0005604,2025-11-01,NS011,P0040,179,86,7,100
INV0002879,2025-06-01,NS008,P0034,198,101,5,102
INV0003142,2025-06-01,NS015,P0036,42,12,100,130
INV0005172,2025-10-01,NS013,P0046,70,22,58,106
INV0001357,2025-03-01,NS009,P0039,126,26,34,134
INV0004996,2025-10-01,NS008,P0022,169,117,92,144
INV0002992,2025-06-01,NS011,P0050,185,97,76,164
INV0001414,2025-03-01,NS011,P0024,133,124,71,80
INV0001700,2025-04-01,NS004,P0023,172,63,54,163
INV0000027,2025-01-01,NS001,P0033,160,13,73,220
INV0002990,2025-06-01,NS011,P0035,155,42,84,197
INV0001801,2025-04-01,NS007,P0047,79,53,26,52
INV0000056,2025-01-01,NS002,P0010,188,167,23,44
INV0002828,2025-06-01,NS006,P0017,144,12,72,204
INV0000702,2025-02-01,NS006,P0043,169,82,95,182
INV0001919,2025-04-01,NS010,P0011,48,26,35,57
INV0001441,2025-03-01,NS012,P0012,157,39,30,148
INV0004050,2025-08-01,NS011,P0030,66,53,77,90
INV0005547,2025-11-01,NS009,P0047,140,112,47,75
INV0004104,2025-08-01,NS013,P0046,27,15,32,44
INV0004016,2025-08-01,NS010,P0006,196,101,31,126
INV0001508,2025-03-01,NS014,P0002,183,112,58,129
INV0002658,2025-06-01,NS001,P0014,180,15,81,246
INV0002473,2025-05-01,NS011,P0046,153,142,98,109
INV0003282,2025-07-01,NS004,P0049,110,74,15,51
INV0003253,2025-07-01,NS003,P0004,32,11,60,81
INV0001273,2025-03-01,NS007,P0004,32,14,,75
INV0006053,2025-12-01,NS008,P0013,107,58,,81
INV0006238,2025-12-01,NS014,P0019,78,24,95,149
INV0000334,2025-01-01,NS010,P0032,155,144,65,76
INV0004439,2025-09-01,NS007,P0031,138,30,19,127
INV0004214,2025-09-01,NS001,P0017,163,130,43,76
INV0003184,2025-07-01,NS001,P0035,34,5,34,63
INV0000946,2025-02-01,NS013,P0038,110,88,73,95
INV0002744,2025-06-01,NS004,P0035,83,34,,62
INV0004243,2025-09-01,NS002,P0030,147,21,86,212
INV0004668,2025-09-01,NS014,P0023,41,32,2,11
INV0001317,2025-03-01,NS008,P0048,151,92,36,95
INV0002713,2025-06-01,NS003,P0032,30,19,88,99
INV0000386,2025-01-01,NS012,P0046,52,21,89,120
INV0003899,2025-08-01,NS007,P0005,102,61,76,117
INV0005515,2025-11-01,NS008,P0046,25,20,46,51
INV0001547,2025-03-01,NS015,P0013,98,53,93,138
INV0001541,2025-03-01,NS015,P0047,51,29,87,109
INV0001643,2025-04-01,NS002,P0047,191,13,12,190
INV0004872,2025-10-01,NS005,P0014,66,53,47,60
INV0002782,2025-06-01,NS005,P0034,41,0,25,66
INV0004915,2025-10-01,NS006,P0041,134,59,60,135
INV0003785,2025-08-01,NS004,P0047,199,64,52,187
INV0002604,2025-05-01,NS015,P0025,66,60,46,52
INV0001050,2025-02-01,NS015,P0040,77,1,37,113
INV0001773,2025-04-01,NS006,P0027,130,111,22,41
INV0002960,2025-06-01,NS010,P0035,148,6,,211
INV0003719,2025-08-01,NS002,P0021,198,170,56,84
INV0004749,2025-10-01,NS001,P0015,64,35,2,31
INV0003146,2025-06-01,NS015,P0039,26,6,95,115
INV0003012,2025-06-01,NS012,P0017,76,70,65,71
INV0004763,2025-10-01,NS002,P0024,198,60,68,206
INV0001712,2025-04-01,NS004,P0019,153,42,77,188
INV0005377,2025-11-01,NS004,P0031,21,4,29,46
INV0002507,2025-05-01,NS012,P0031,169,121,28,76
INV0004935,2025-10-01,NS006,P0025,20,1,5,24
INV0000711,2025-02-01,NS006,P0032,42,29,32,45
INV0003776,2025-08-01,NS003,P0015,69,1,44,112
INV0000440,2025-01-01,NS013,P0031,105,18,37,124
INV0003784,2025-08-01,NS004,P0001,104,68,66,102
INV0003886,2025-08-01,NS007,P0014,41,15,65,91
INV0002935,2025-06-01,NS009,P0043,47,8,78,117
INV0003834,2025-08-01,NS005,P0028,44,7,31,68
INV0002300,2025-05-01,NS006,P0045,189,23,12,178
INV0000309,2025-01-01,NS009,P0011,104,66,58,96
INV0001797,2025-04-01,NS007,P0014,21,0,15,36
INV0003179,2025-07-01,NS001,P0020,82,19,99,162
INV0005397,2025-11-01,NS005,P0002,143,85,55,113
INV0001486,2025-03-01,NS013,P0038,148,76,93,165
INV0006263,2025-12-01,NS014,P0027,64,44,59,79
INV0001159,2025-03-01,NS004,P0020,56,7,,84
INV0006078,2025-12-01,NS009,P0013,102,71,40,71
INV0000611,2025-02-01,NS003,P0016,100,54,89,135
INV0000714,2025-02-01,NS006,P0026,150,101,61,110
INV0004857,2025-10-01,NS004,P0020,126,100,54,80
INV0003586,2025-07-01,NS013,P0016,161,153,57,65
INV0000258,2025-01-01,NS008,P0016,165,10,88,243
INV0001103,2025-03-01,NS002,P0029,115,11,18,122
INV0002612,2025-05-01,NS015,P0041,47,33,58,72
INV0003196,2025-07-01,NS002,P0034,148,29,22,141
INV0001165,2025-03-01,NS004,P0038,62,4,61,119
INV0005710,2025-11-01,NS014,P0049,135,105,,87
INV0003109,2025-06-01,NS014,P0031,198,36,75,237
INV0002506,2025-05-01,NS012,P0011,21,16,42,47
INV0000374,2025-01-01,NS011,P0020,44,10,75,109
INV0003353,2025-07-01,NS006,P0003,192,101,12,103
INV0001696,2025-04-01,NS004,P0041,73,45,34,62
INV0004207,2025-09-01,NS001,P0025,27,20,63,70
INV0005815,2025-12-01,NS002,P0004,53,33,6,26
INV0001689,2025-04-01,NS004,P0033,57,46,28,39
INV0003473,2025-07-01,NS010,P0013,98,35,87,150
INV0000083,2025-01-01,NS003,P0037,114,29,41,126
INV0005445,2025-11-01,NS006,P0013,92,77,76,91
INV0006204,2025-12-01,NS013,P0041,61,4,89,146
INV0002450,2025-05-01,NS010,P0035,178,153,70,95
INV0003884,2025-08-01,NS006,P0014,28,8,71,91
INV0006051,2025-12-01,NS008,P0002,20,5,2,17
INV0003607,2025-07-01,NS014,P0007,54,37,96,113
INV0003385,2025-07-01,NS007,P0032,81,11,83,153
INV0003875,2025-08-01,NS006,P0028,155,52,50,153
INV0000409,2025-01-01,NS012,P0015,37,14,10,33
INV0002031,2025-04-01,NS014,P0021,21,13,79,87
INV0000704,2025-02-01,NS006,P0010,82,32,80,130
INV0005837,2025-12-01,NS002,P0006,56,21,99,134
INV0000357,2025-01-01,NS011,P0021,189,171,22,40
INV0002696,2025-06-01,NS003,P0021,137,65,42,114
INV0000978,2025-02-01,NS013,P0050,40,33,33,40
INV0005203,2025-10-01,NS014,P0029,163,6,96,253
INV0000688,2025-02-01,NS005,P0039,183,80,78,181
INV0005231,2025-10-01,NS015,P0036,151,144,8,15
INV0005039,2025-10-01,NS009,P0040,21,6,51,66
INV0003740,2025-08-01,NS002,P0038,29,16,99,112
INV0003568,2025-07-01,NS012,P0031,146,3,21,164
INV0005727,2025-11-01,NS014,P0046,63,32,86,117
INV0005351,2025-11-01,NS003,P0018,98,57,26,67
INV0004174,2025-08-01,NS015,P0026,40,5,43,78
INV0003325,2025-07-01,NS005,P0004,94,87,43,50
INV0003727,2025-08-01,NS002,P0046,31,23,31,39
INV0005769,2025-11-01,NS015,P0025,158,9,14,163
INV0004769,2025-10-01,NS002,P0047,101,2,39,138
INV0001831,2025-04-01,NS008,P0037,145,82,32,95
INV0004574,2025-09-01,NS011,P0004,119,108,17,28
INV0001641,2025-04-01,NS002,P0040,88,17,9,80
INV0005522,2025-11-01,NS008,P0022,190,20,51,221
INV0004532,2025-09-01,NS010,P0031,113,85,93,121
INV0003523,2025-07-01,NS011,P0006,37,19,58,76
INV0002806,2025-06-01,NS006,P0006,35,3,55,87
INV0002954,2025-06-01,NS010,P0034,101,58,47,90
INV0004411,2025-09-01,NS007,P0045,191,109,94,176
INV0000543,2025-02-01,NS001,P0050,125,63,10,72
INV0001072,2025-03-01,NS001,P0029,159,61,86,184
INV0005657,2025-11-01,NS012,P0029,110,65,88,133
INV0005917,2025-12-01,NS005,P0048,121,23,65,163
INV0004391,2025-09-01,NS006,P0032,57,33,27,51
INV0002683,2025-06-01,NS002,P0036,135,118,37,54
INV0002751,2025-06-01,NS004,P0030,161,1,67,227
INV0000271,2025-01-01,NS008,P0003,171,83,70,158
INV0006219,2025-12-01,NS013,P0018,69,12,83,140
INV0003541,2025-07-01,NS012,P0012,46,32,32,46
INV0002039,2025-04-01,NS014,P0008,110,61,27,76
INV0005835,2025-12-01,NS002,P0026,137,0,79,216
INV0006121,2025-12-01,NS010,P0036,31,5,36,62
INV0000039,2025-01-01,NS002,P0003,148,73,50,125
INV0005896,2025-12-01,NS004,P0035,141,75,,80
INV0003619,2025-07-01,NS014,P0001,81,73,14,22
INV0004285,2025-09-01,NS003,P0023,178,82,2,98
INV0003614,2025-07-01,NS014,P0048,147,48,15,114
INV0001820,2025-04-01,NS007,P0012,58,5,20,73
INV0005451,2025-11-01,NS006,P0006,190,19,37,208
INV0002410,2025-05-01,NS009,P0031,122,32,99,189
INV0000597,2025-02-01,NS003,P0042,116,48,96,164
INV0005435,2025-11-01,NS006,P0031,54,35,20,39
INV0006242,2025-12-01,NS014,P0026,156,137,78,97
INV0005636,2025-11-01,NS012,P0044,79,15,51,115
INV0004931,2025-10-01,NS006,P0043,40,7,94,127
INV0002508,2025-05-01,NS012,P0038,143,11,,181
INV0001203,2025-03-01,NS005,P0046,150,19,70,201
INV0006299,2025-12-01,NS015,P0014,49,8,81,122
INV0002244,2025-05-01,NS005,P0008,138,118,2,22
INV0003100,2025-06-01,NS014,P0035,176,91,28,113
INV0006088,2025-12-01,NS009,P0025,159,66,25,118
INV0000636,2025-02-01,NS004,P0040,56,10,78,124
INV0000763,2025-02-01,NS007,P0039,165,150,23,38
INV0004005,2025-08-01,NS010,P0020,147,133,10,24
INV0000935,2025-02-01,NS012,P0049,34,23,96,107
INV0001889,2025-04-01,NS009,P0006,126,44,83,165
INV0004653,2025-09-01,NS013,P0030,91,58,48,81
INV0006283,2025-12-01,NS015,P0024,161,123,,134
INV0004458,2025-09-01,NS008,P0043,75,56,71,90
INV0003202,2025-07-01,NS002,P0035,52,1,34,85
INV0001762,2025-04-01,NS006,P0011,54,23,64,95
INV0000458,2025-01-01,NS014,P0047,195,46,83,232
INV0004123,2025-08-01,NS013,P0044,100,62,17,55
INV0002961,2025-06-01,NS010,P0031,68,11,23,80
INV0005717,2025-11-01,NS014,P0006,180,75,78,183
INV0005432,2025-11-01,NS006,P0030,96,48,49,97
INV0005311,2025-11-01,NS002,P0015,49,22,77,104
INV0004732,2025-10-01,NS001,P0013,199,79,69,189
INV0001177,2025-03-01,NS004,P0045,126,66,89,149
INV0004274,2025-09-01,NS003,P0028,134,94,36,76
INV0001163,2025-03-01,NS004,P0018,157,109,24,72
INV0004278,2025-09-01,NS003,P0041,53,17,10,46
INV0000964,2025-02-01,NS013,P0010,95,33,66,128
INV0001341,2025-03-01,NS009,P0045,29,16,79,92
INV0001154,2025-03-01,NS003,P0042,113,76,84,121
INV0004266,2025-09-01,NS002,P0025,180,158,20,42
INV0000529,2025-02-01,NS001,P0027,48,37,13,24
INV0005419,2025-11-01,NS005,P0018,97,24,99,172
INV0000955,2025-02-01,NS013,P0007,126,80,72,118
INV0004355,2025-09-01,NS005,P0044,58,0,11,69
INV0001352,2025-03-01,NS009,P0016,84,15,82,151
INV0001740,2025-04-01,NS005,P0026,96,43,68,121
INV0001684,2025-04-01,NS004,P0005,35,12,35,58
INV0004863,2025-10-01,NS004,P0049,179,172,23,30
INV0004656,2025-09-01,NS014,P0012,77,12,2,67
INV0002112,2025-05-01,NS001,P0049,129,20,93,202
INV0000934,2025-02-01,NS012,P0012,85,23,31,93
INV0004718,2025-09-01,NS015,P0031,84,28,99,155
INV0002277,2025-05-01,NS006,P0023,106,50,86,142
INV0003160,2025-07-01,NS001,P0044,143,104,66,105
INV0000017,2025-01-01,NS001,P0008,113,56,89,146
INV0000040,2025-01-01,NS002,P0005,71,42,43,72
INV0006124,2025-12-01,NS010,P0003,113,78,52,87
INV0004538,2025-09-01,NS010,P0013,147,55,,105
INV0002711,2025-06-01,NS003,P0039,184,55,36,165
INV0000891,2025-02-01,NS011,P0008,178,40,61,199
INV0005398,2025-11-01,NS005,P0020,169,132,69,106
INV0000867,2025-02-01,NS010,P0018,172,50,87,209
INV0002686,2025-06-01,NS002,P0028,85,78,88,95
INV0003726,2025-08-01,NS002,P0025,140,102,76,114
INV0003976,2025-08-01,NS009,P0003,52,30,33,55
INV0002959,2025-06-01,NS010,P0020,126,105,59,80
INV0000281,2025-01-01,NS009,P0040,86,34,90,142
INV0002221,2025-05-01,NS004,P0049,134,39,62,157
INV0000707,2025-02-01,NS006,P0027,67,25,88,130
INV0006186,2025-12-01,NS012,P0045,188,66,67,189
INV0000116,2025-01-01,NS004,P0035,149,42,40,147
INV0002677,2025-06-01,NS002,P0047,182,131,82,133
INV0000055,2025-01-01,NS002,P0006,34,24,83,93
INV0004075,2025-08-01,NS012,P0040,124,113,84,95
INV0004263,2025-09-01,NS002,P0036,94,29,41,106
INV0001792,2025-04-01,NS007,P0040,89,14,9,84
INV0000960,2025-02-01,NS013,P0035,86,45,41,82
INV0005449,2025-11-01,NS006,P0023,141,41,7,107
INV0005517,2025-11-01,NS008,P0018,128,107,54,75
INV0001383,2025-03-01,NS010,P0028,153,2,32,183
INV0001121,2025-03-01,NS003,P0015,136,57,87,166
INV0001623,2025-04-01,NS002,P0046,41,13,52,80
INV0006273,2025-12-01,NS015,P0041,107,84,99,122
INV0005306,2025-11-01,NS002,P0021,158,64,18,112
INV0003356,2025-07-01,NS006,P0044,121,97,98,122
INV0004480,2025-09-01,NS008,P0006,143,128,73,88
INV0003945,2025-08-01,NS008,P0027,48,10,39,77
INV0001069,2025-03-01,NS001,P0020,67,4,86,149
INV0004766,2025-10-01,NS002,P0036,165,155,60,70
INV0001719,2025-04-01,NS005,P0039,86,38,74,122
INV0003357,2025-07-01,NS006,P0001,181,67,58,172
INV0002026,2025-04-01,NS013,P0013,35,8,83,110
INV0001017,2025-02-01,NS015,P0007,53,41,94,106
INV0003933,2025-08-01,NS008,P0034,83,12,12,83
INV0004201,2025-09-01,NS001,P0019,51,9,80,122
INV0006228,2025-12-01,NS013,P0002,172,54,2,120
INV0004474,2025-09-01,NS008,P0013,193,134,58,117
INV0000467,2025-01-01,NS014,P0018,124,70,72,126
INV0005760,2025-11-01,NS015,P0001,92,87,100,105
INV0004153,2025-08-01,NS014,P0050,183,161,89,111
INV0004847,2025-10-01,NS004,P0010,151,107,,102
INV0006038,2025-12-01,NS008,P0010,77,13,15,79
INV0001046,2025-02-01,NS015,P0043,132,110,82,104
INV0006098,2025-12-01,NS010,P0016,197,183,50,64
INV0000454,2025-01-01,NS013,P0041,53,12,87,128
INV0000399,2025-01-01,NS012,P0029,89,60,9,38
INV0002897,2025-06-01,NS008,P0032,176,49,29,156
INV0001195,2025-03-01,NS005,P0021,99,22,20,97
INV0001284,2025-03-01,NS007,P0013,196,178,80,98
INV0001925,2025-04-01,NS010,P0014,158,149,94,103
INV0004193,2025-08-01,NS015,P0028,163,80,82,165
INV0004689,2025-09-01,NS014,P0031,78,44,44,78
INV0001306,2025-03-01,NS008,P0024,194,121,25,98
INV0002411,2025-05-01,NS009,P0014,166,19,63,210
INV0005994,2025-12-01,NS007,P0028,185,170,,109
INV0001316,2025-03-01,NS008,P0020,106,81,20,45
INV0003049,2025-06-01,NS013,P0017,150,32,23,141
INV0003434,2025-07-01,NS009,P0019,108,14,8,102
INV0001596,2025-04-01,NS001,P0014,78,35,60,103
INV0003767,2025-08-01,NS003,P0022,90,39,66,117
INV0002075,2025-04-01,NS015,P0016,139,81,3,61
INV0003958,2025-08-01,NS009,P0038,194,162,77,109
INV0003324,2025-07-01,NS005,P0028,46,3,14,57
INV0001155,2025-03-01,NS003,P0017,117,98,68,87
INV0003549,2025-07-01,NS012,P0035,61,47,7,21
INV0003427,2025-07-01,NS008,P0006,31,5,54,80
INV0000551,2025-02-01,NS001,P0007,52,37,94,109
INV0005726,2025-11-01,NS014,P0024,168,140,31,59
INV0002456,2025-05-01,NS011,P0040,137,49,50,138
INV0005989,2025-12-01,NS007,P0037,192,61,25,156
INV0004085,2025-08-01,NS012,P0028,142,106,22,58
INV0005076,2025-10-01,NS011,P0006,72,11,36,97
INV0004413,2025-09-01,NS007,P0024,134,19,1,116
INV0005836,2025-12-01,NS002,P0013,23,16,46,53
INV0001590,2025-04-01,NS001,P0023,144,101,84,127
INV0003771,2025-08-01,NS003,P0020,109,24,50,135
INV0005108,2025-10-01,NS011,P0049,138,130,8,16
INV0000790,2025-02-01,NS008,P0015,161,66,90,185
